material_id,reduced_formula,chemical_system,num_sites,energy_above_hull
alex<agm005179932>,PrHoErMg,Er-Ho-Mg-Pr,4,0.0646659450000002
alex<agm004925343>,Ba2SiNiPt6,Ba-Ni-Pt-Si,10,0.0695184473333299
alex<agm004662155>,Ag3Pt(IBr3)2,Ag-Br-I-Pt,12,0.0918418400000007
alex<agm005062600>,NaSrLiBr4,Br-Li-Na-Sr,14,0.027002057142857
alex<agm004939099>,Cs2KHfH6,Cs-H-Hf-K,10,0.0937430195000006
alex<agm004656952>,TbNd3(Sm3Er)2,Er-Nd-Sm-Tb,12,0.0529108058333331
alex<agm004656968>,Tb3Nd6SmEr2,Er-Nd-Sm-Tb,12,0.0238181187500012
alex<agm004656954>,Tb2Nd(SmEr2)3,Er-Nd-Sm-Tb,12,0.0362694104166658
alex<agm004656970>,Tb3Nd6Sm2Er,Er-Nd-Sm-Tb,12,0.0269598766666661
alex<agm004656963>,TbNd2(Sm2Er)3,Er-Nd-Sm-Tb,12,0.0531211466666663
alex<agm004961295>,MnAg2PdCl6,Ag-Cl-Mn-Pd,10,0.0599911235000005
alex<agm004714641>,La8P3RuBr4,Br-La-P-Ru,16,0.0193336973437503
alex<agm004623764>,Mg2Ag3RuO6,Ag-Mg-O-Ru,12,0.0699321645833332
alex<agm004521983>,Pr2TaSi4Ir3,Ir-Pr-Si-Ta,10,0.0818734043999986
alex<agm004723675>,La8Os3SeCl4,Cl-La-Os-Se,16,0.0501280764499982
alex<agm004607078>,La6Os2SeCl3,Cl-La-Os-Se,12,0.0319211630333322
alex<agm005088328>,InMoPbF6,F-In-Mo-Pb,18,0.0486873824074045
alex<agm004933328>,Cs2CaNdI6,Ca-Cs-I-Nd,10,0.0803956865833335
alex<agm004669475>,Cs3KMg2Br8,Br-Cs-K-Mg,14,0.0426738978571421
alex<agm005078151>,HgTeAsO6,As-Hg-O-Te,9,0.0804433235416661
alex<agm004930046>,Cs2SrCuI6,Cs-Cu-I-Sr,10,0.0950113652500004
alex<agm004573346>,Cs2Sr(CuI3)2,Cs-Cu-I-Sr,11,0.0411179513636343
alex<agm004946347>,CsSr(CuI3)2,Cs-Cu-I-Sr,10,0.0615618130000013
alex<agm003335046>,Tm2Al3Cu4,Al-Cu-Tm,18,0.0548554665020573
alex<agm003386122>,Tm(AlCu5)2,Al-Cu-Tm,13,0.0602105975384601
alex<agm002249130>,TmAl5Cu2,Al-Cu-Tm,8,0.0294257768055521
alex<agm003643086>,Tm5Al4Cu,Al-Cu-Tm,10,0.0287204500833331
alex<agm003406630>,Tb2Ir2Rh,Ir-Rh-Tb,5,0.0973238049999976
alex<agm001106282>,TbLu3H,H-Lu-Tb,5,0.0728624420000008
alex<agm003611003>,YCdPd,Cd-Pd-Y,6,0.0819559991666665
alex<agm003639837>,Y4CdPd5,Cd-Pd-Y,10,0.0680607366250019
alex<agm003639839>,Y5Cd4Pd,Cd-Pd-Y,10,0.0120559744999999
alex<agm003307750>,Y2Cd2Pd3,Cd-Pd-Y,7,0.0266597760714271
alex<agm003702811>,Na12AgHg7,Ag-Hg-Na,20,0.0471330248249997
alex<agm003489400>,Na2AgHg6,Ag-Hg-Na,9,0.0461452625925931
alex<agm001180348>,NaAg4Hg,Ag-Hg-Na,6,0.0474625708333342
alex<agm001215728>,Na2AgHg,Ag-Hg-Na,4,0.0621440683750003
alex<agm003305717>,Pr2Nd3Tl2,Nd-Pr-Tl,7,0.0418186579285713
alex<agm003742164>,PrNdTl4,Nd-Pr-Tl,6,0.0652890991666694
alex<agm003552076>,PrNd4Tl3,Nd-Pr-Tl,8,0.0370137555000011
alex<agm003696111>,Ba(NaIn)6,Ba-In-Na,13,0.0590448790384594
alex<agm003586980>,Ba3NaIn8,Ba-In-Na,12,0.0522738866666663
alex<agm003306878>,Nd2Cd3Au2,Au-Cd-Nd,7,0.0719391299047611
alex<agm002261458>,NdCdAu4,Au-Cd-Nd,6,0.064960688797254
alex<agm003366799>,Nd4Cd5Au2,Au-Cd-Nd,11,0.0701789127272749
alex<agm003377931>,Nd3(CdAu)4,Au-Cd-Nd,11,0.0460035890303025
alex<agm003641258>,Nd4CdAu5,Au-Cd-Nd,10,0.0869620233333412
alex<agm001296903>,ZrCdPdPt,Cd-Pd-Pt-Zr,4,0.063256530680027
alex<agm004710112>,SrLi4(AuF4)3,Au-F-Li-Sr,20,0.069511363500001
alex<agm004940259>,Cs2BaTlCl6,Ba-Cl-Cs-Tl,10,0.0987492865000012
alex<agm004654822>,CaLa3(Sm3Dy)2,Ca-Dy-La-Sm,12,0.0878744916666667
alex<agm004659483>,Pr3Dy6ErTm2,Dy-Er-Pr-Tm,12,0.0307435435763894
alex<agm004659484>,Pr3Dy2ErTm6,Dy-Er-Pr-Tm,12,0.0336901730208341
alex<agm005028112>,Pr3DyErTm,Dy-Er-Pr-Tm,12,0.0322580940972221
alex<agm004659482>,Pr3Dy2Er6Tm,Dy-Er-Pr-Tm,12,0.040344345416666
alex<agm004885457>,RbDyBe2F8,Be-Dy-F-Rb,12,0.0352546930555552
alex<agm004517944>,Sm2Ga3Pt4Pb,Ga-Pb-Pt-Sm,10,0.067038677500002
alex<agm005068001>,RbNaTbCl5,Cl-Na-Rb-Tb,16,0.0259086394791703
alex<agm004956034>,BaMn(TlBr3)2,Ba-Br-Mn-Tl,20,0.0404809415000011
alex<agm004743945>,BaNa(CdBi)2,Ba-Bi-Cd-Na,6,0.0086310071354165
alex<agm001327920>,BaNaCdBi,Ba-Bi-Cd-Na,4,0.0931821137847217
alex<agm004926192>,Ba2GaPPt6,Ba-Ga-P-Pt,10,0.0
alex<agm005066868>,RbNdAgBr5,Ag-Br-Nd-Rb,16,0.0201114718749995
alex<agm003298161>,CoPt4,Co-Pt,5,0.0238171493333325
alex<agm002144622>,CoPt5,Co-Pt,6,0.0234694433333331
alex<agm003500528>,Ga(HgI3)2,Ga-Hg-I,18,0.0798707380555541
alex<agm001206156>,GaHg2I,Ga-Hg-I,4,0.0795872743749999
alex<agm003610434>,GaHgI,Ga-Hg-I,12,0.0606080254166665
alex<agm003697176>,Cd(In4Hg3)2,Cd-Hg-In,15,0.0339643866666667
alex<agm003508062>,CdIn2Hg7,Cd-Hg-In,10,0.041805379375
alex<agm003582088>,Cd7InHg3,Cd-Hg-In,11,0.0727547909090908
alex<agm003346009>,Cd5In3Hg2,Cd-Hg-In,20,0.0793655626666665
alex<agm003382616>,Cd4In3Hg5,Cd-Hg-In,12,0.0709458738888888
alex<agm003665958>,Cd7InHg4,Cd-Hg-In,12,0.0632744761458333
alex<agm003174161>,CdIn2Hg,Cd-Hg-In,4,0.0350056683333332
alex<agm003612415>,CdIn2Hg,Cd-Hg-In,4,0.0452534758333333
alex<agm003689313>,Cd(In2Hg)6,Cd-Hg-In,19,0.0410772557894734
alex<agm003611784>,CdInHg2,Cd-Hg-In,4,0.0265835866666666
alex<agm003174182>,CdInHg2,Cd-Hg-In,4,0.0324530841666665
alex<agm003174186>,CdInHg2,Cd-Hg-In,4,0.0290325741666666
alex<agm003159161>,CdInHg,Cd-Hg-In,3,0.0747901144444445
alex<agm003602497>,CdInHg,Cd-Hg-In,6,0.0376533627777779
alex<agm003161575>,CdInHg,Cd-Hg-In,3,0.0349280844444443
alex<agm003174166>,Cd2InHg,Cd-Hg-In,4,0.0364846458333334
alex<agm003174178>,Cd2InHg,Cd-Hg-In,4,0.0470883733333333
alex<agm003174175>,Cd2InHg,Cd-Hg-In,4,0.0389801083333334
alex<agm003174165>,Cd2InHg,Cd-Hg-In,4,0.0371015308333335
alex<agm003551702>,Cd3InHg4,Cd-Hg-In,8,0.02675220296875
alex<agm003369568>,Cd12In2Hg5,Cd-Hg-In,19,0.0735183324561403
alex<agm003384174>,Cd4In3Hg8,Cd-Hg-In,15,0.040938063111111
alex<agm003541586>,Cd3In3Hg,Cd-Hg-In,7,0.0756118261904763
alex<agm003665960>,Cd4In7Hg,Cd-Hg-In,12,0.0470845361111111
alex<agm003694618>,Cd6InHg6,Cd-Hg-In,13,0.0523239447115383
alex<agm003332556>,Cd4In3Hg2,Cd-Hg-In,9,0.0513726085185184
alex<agm003681559>,CdIn5Hg8,Cd-Hg-In,14,0.0400671497619047
alex<agm003332559>,Cd2In3Hg4,Cd-Hg-In,9,0.0447550581481481
alex<agm003676153>,Cd5InHg6,Cd-Hg-In,12,0.0267166276041666
alex<agm002256345>,TbBIr4,B-Ir-Tb,12,0.0597182044444437
alex<agm001218399>,Ho2NiIr,Ho-Ir-Ni,4,0.040492430781251
alex<agm002295692>,Ho3NiIr2,Ho-Ir-Ni,6,0.0490405355208336
alex<agm003400649>,Ho2NiIr2,Ho-Ir-Ni,5,0.049940174999997
alex<agm003339886>,Li2Sm3Tl4,Li-Sm-Tl,9,0.0382119582222229
alex<agm003603915>,LiSmTl,Li-Sm-Tl,6,0.041952591666666
alex<agm003643490>,Er5AgIr4,Ag-Er-Ir,10,0.0209249869375005
alex<agm002172377>,Sr2AuO3,Au-O-Sr,6,0.0596247333333392
alex<agm001211844>,LiHf2Ir,Hf-Ir-Li,4,0.0821967641666656
alex<agm001217608>,NdTmLu2,Lu-Nd-Tm,4,0.0341489859999999
alex<agm001105976>,NdLu3H,H-Lu-Nd,5,0.0645881380000004
alex<agm001980907>,NdLuH2,H-Lu-Nd,4,0.0695988774999989
alex<agm001079603>,Cs2CeI4,Ce-Cs-I,7,0.0752117028571444
alex<agm003325187>,Cs2Ce2I7,Ce-Cs-I,11,0.0853050790909097
alex<agm003521250>,Cs(CeI4)2,Ce-Cs-I,11,0.0517255393181819
alex<agm004615868>,K3Tb2HoTe6,Ho-K-Tb-Te,12,0.0
alex<agm004700577>,K3Tb3HoTe8,Ho-K-Tb-Te,15,0.0359047777222194
alex<agm004558706>,TbPr4(YHo)2,Ho-Pr-Tb-Y,9,0.0283611027037036
alex<agm004633789>,Tb6PrY2Ho3,Ho-Pr-Tb-Y,12,0.0220806483333335
alex<agm004633796>,Tb3Pr(Y3Ho)2,Ho-Pr-Tb-Y,12,0.022584619398148
alex<agm004738865>,TbPr2Y2Ho,Ho-Pr-Tb-Y,12,0.057709931944446
alex<agm004633776>,Tb2Pr(YHo2)3,Ho-Pr-Tb-Y,12,0.0250103705555559
alex<agm004633780>,TbPr6Y3Ho2,Ho-Pr-Tb-Y,12,0.0165342443749993
alex<agm004558705>,TbPr2(Y2Ho)2,Ho-Pr-Tb-Y,9,0.0240440920370357
alex<agm005024601>,TbPr3YHo,Ho-Pr-Tb-Y,12,0.0304641854166662
alex<agm004558703>,Tb2Pr4Y2Ho,Ho-Pr-Tb-Y,9,0.0291671337037042
alex<agm005090368>,NaVZnCl6,Cl-Na-V-Zn,18,0.0524958891666669
alex<agm004703045>,Cs4Cu(GeCl4)3,Cl-Cs-Cu-Ge,20,0.0643458190000005
alex<agm004733739>,CaPr3(SmTe2)4,Ca-Pr-Sm-Te,16,0.0221651456250002
alex<agm004646854>,Ca2Pr(SmTe2)3,Ca-Pr-Sm-Te,12,0.0354445200000004
alex<agm004615340>,CaPr3(SmTe3)2,Ca-Pr-Sm-Te,12,0.0225197266666681
alex<agm004781622>,RbLi(InCl2)2,Cl-In-Li-Rb,16,0.0995079199999997
alex<agm002301682>,Pr2FeNiO6,Fe-Ni-O-Pr,10,0.0130450790000002
alex<agm004735811>,La8AsOs3Cl4,As-Cl-La-Os,16,0.0331163847999995
alex<agm004955266>,NaTb(GaBr3)2,Br-Ga-Na-Tb,20,0.0237815538333334
alex<agm004529221>,Tm2Al4CuAu3,Al-Au-Cu-Tm,10,0.0208651443333325
alex<agm004798224>,TmAl2CuAu4,Al-Au-Cu-Tm,8,0.0614020418749978
alex<agm004529220>,Tm2Al4Cu3Au,Al-Au-Cu-Tm,10,0.0488412323333342
alex<agm004955204>,KAg2HgBr6,Ag-Br-Hg-K,20,0.0543271969999978
alex<agm005151452>,K2AgHgBr5,Ag-Br-Hg-K,18,0.0106349322222216
alex<agm004735768>,La8As3OsI4,As-I-La-Os,16,0.0063712162499998
alex<agm004523931>,Ba2Cd4In3Sn,Ba-Cd-In-Sn,10,0.0110105099999997
alex<agm004932797>,Cs2NaHg6Pd,Cs-Hg-Na-Pd,20,0.0453319762499992
alex<agm004731406>,Er8ZnTe4As3,As-Er-Te-Zn,16,0.0728380181250001
alex<agm004715756>,La8InRh3Br4,Br-In-La-Rh,16,0.0959548917045483
alex<agm003436003>,Ti3AlOs2,Al-Os-Ti,6,0.0250156350000008
alex<agm003177508>,LaCuRu2,Cu-La-Ru,4,0.0874123108333346
alex<agm003400475>,La2CuRu2,Cu-La-Ru,10,0.0586286150000043
alex<agm003269838>,TiCrF6,Cr-F-Ti,8,0.0
alex<agm003377340>,Na3(GaPt)4,Ga-Na-Pt,11,0.0356850068181815
alex<agm003484364>,Na6Ga2Pt,Ga-Na-Pt,9,0.0917991113601535
alex<agm002225054>,NaGa2Pt,Ga-Na-Pt,8,0.0
alex<agm003309387>,Na2Ga3Pt2,Ga-Na-Pt,7,0.0
alex<agm003425071>,NaGa2Pt3,Ga-Na-Pt,6,0.0
alex<agm003695659>,Rb(CdPb)6,Cd-Pb-Rb,13,0.0213958505856877
alex<agm001263079>,RbCdPb,Cd-Pb-Rb,3,0.0931813571538457
alex<agm003009838>,Rb(CdPb)2,Cd-Pb-Rb,10,0.0991790868418229
alex<agm003411301>,RbCd2Pb3,Cd-Pb-Rb,12,0.0523630628306523
alex<agm003732427>,RbCd3Pb,Cd-Pb-Rb,5,0.0534885666269218
alex<agm003701498>,Mg7Tl12Pb,Mg-Pb-Tl,20,0.0748046131666662
alex<agm003182756>,MgTlPb2,Mg-Pb-Tl,4,0.07024876265625
alex<agm002286253>,MgTlPb2,Mg-Pb-Tl,4,0.0846440601562501
alex<agm003481992>,Mg2Tl6Pb,Mg-Pb-Tl,9,0.0765457418518522
alex<agm003703300>,Mg7TlPb12,Mg-Pb-Tl,20,0.0832482049230773
alex<agm003519782>,Mg8Tl2Pb,Mg-Pb-Tl,11,0.0819104054545454
alex<agm005122677>,MgTl2Pb,Mg-Pb-Tl,4,0.0780854025000001
alex<agm003182728>,MgTl2Pb,Mg-Pb-Tl,4,0.0881588749999999
alex<agm003474524>,Mg5TlPb2,Mg-Pb-Tl,8,0.0822228974999998
alex<agm003433544>,Sr2CdPb3,Cd-Pb-Sr,12,0.0842510904166662
alex<agm003020670>,Sr2CdPb2,Cd-Pb-Sr,10,0.0527736310000004
alex<agm003343216>,Sr2Cd5Pb3,Cd-Pb-Sr,10,0.0745026321578969
alex<agm003175291>,SrCd2Pb,Cd-Pb-Sr,4,0.0904684686842109
alex<agm003461568>,Sr(Cd2Pb)2,Cd-Pb-Sr,7,0.0616258583116875
alex<agm002151278>,Ga5Rh,Ga-Rh,12,0.0
alex<agm001282538>,Ga3Rh,Ga-Rh,4,0.079968258750001
alex<agm001850580>,Ga2Rh,Ga-Rh,3,0.0753354442948728
alex<agm003285872>,Ga2Rh13,Ga-Rh,15,0.0376874860000002
alex<agm002151641>,GaRh2,Ga-Rh,12,0.0006545349999997
alex<agm003290044>,Er4Cd3,Cd-Er,14,0.0536000050000002
alex<agm002142074>,ErCd3,Cd-Er,8,0.007495945
alex<agm002261347>,ErCd5,Cd-Er,6,0.0574002143253971
alex<agm003193303>,La4Au,Au-La,5,0.0359676990000004
alex<agm003193302>,La4Au,Au-La,5,0.0399069189999998
alex<agm003202206>,La2Au,Au-La,6,0.0695084508333323
alex<agm002342251>,LaAu,Au-La,2,0.0549881275000005
alex<agm003200324>,LaAu2,Au-La,6,0.083958898333333
alex<agm003263407>,La3Au,Au-La,8,0.0863755624999997
alex<agm003285741>,Sc13Cd2,Cd-Sc,15,0.0510513843333333
alex<agm003220629>,Sc3Cd,Cd-Sc,8,0.0208159468749995
alex<agm003190541>,Sc3Cd,Cd-Sc,4,0.0293268131249995
alex<agm003196696>,Sc5Cd,Cd-Sc,6,0.0723131604166669
alex<agm003289175>,Ti3Ni13,Ni-Ti,16,0.0934887014062493
alex<agm002133851>,Al3Cr,Al-Cr,8,0.0639209362499997
alex<agm002133354>,Al2Cr,Al-Cr,6,0.0716851038888881
alex<agm003195548>,Al2Cr,Al-Cr,6,0.0952626738888886
alex<agm003266694>,Al8Cr,Al-Cr,9,0.0861087806349196
alex<agm001191852>,AlCr,Al-Cr,2,0.093251921666666
alex<agm001115970>,LiTiRh2,Li-Rh-Ti,4,0.010379565
alex<agm001224049>,LuScRu2,Lu-Ru-Sc,4,0.0147268875000001
alex<agm001184727>,LuScRu4,Lu-Ru-Sc,6,0.0422500145833328
alex<agm003461599>,Ba(Na2Sn)2,Ba-Na-Sn,7,0.055590743694581
alex<agm003685663>,Rb(Na2Au)6,Au-Na-Rb,19,0.0696003144736838
alex<agm002542567>,Rb3NaAu,Au-Na-Rb,5,0.064740454125
alex<agm003531182>,Rb8Na2Au,Au-Na-Rb,11,0.0594666631818179
alex<agm003391902>,Rb2NaAu2,Au-Na-Rb,10,0.0089666803750003
alex<agm003002061>,Rb2NaAu2,Au-Na-Rb,10,0.059797273375
alex<agm003310904>,Rb2Na3Au2,Au-Na-Rb,7,0.0372984329464283
alex<agm003644903>,Rb5NaAu4,Au-Na-Rb,10,0.0340269429375004
alex<agm003483981>,Rb(Na3Au)2,Au-Na-Rb,9,0.0547976368773943
alex<agm003401376>,Rb2Na2Au,Au-Na-Rb,10,0.0930270300000002
alex<agm003599117>,RbNaAu,Au-Na-Rb,6,0.018041160208333
alex<agm003484361>,Sn(Pd3Pt)2,Pd-Pt-Sn,18,0.0747094071428557
alex<agm002234755>,Sn4Pd2Pt,Pd-Pt-Sn,7,0.0261541557142859
alex<agm002172162>,K2SO3,K-O-S,12,0.068784903645831
alex<agm003472149>,Nd2Er5In,Er-In-Nd,8,0.0736401891666664
alex<agm003543280>,Nd3Er3In,Er-In-Nd,14,0.0474118785714283
alex<agm003472147>,Nd5Er2In,Er-In-Nd,8,0.0757525074999998
alex<agm003379680>,Nd4Er3In4,Er-In-Nd,11,0.0691451765909096
alex<agm003561629>,Nd4ErIn3,Er-In-Nd,8,0.0379697103124998
alex<agm003650197>,Nd4ErIn5,Er-In-Nd,10,0.0
alex<agm003579010>,Nd3Er6In,Er-In-Nd,20,0.0887852779999995
alex<agm003139583>,ZnCdS2,Cd-S-Zn,8,0.0941521312499999
alex<agm002339455>,Yb2HgGe2,Ge-Hg-Yb,10,0.0672894814374998
alex<agm001273093>,ErMgHg,Er-Hg-Mg,3,0.0971679422222222
alex<agm003434590>,ErMg2Hg3,Er-Hg-Mg,6,0.0783585416666667
alex<agm003533354>,Er2MgHg8,Er-Hg-Mg,11,0.0656567373863632
alex<agm002270680>,K2AlF6,Al-F-K,9,0.0487425644444394
alex<agm003438624>,Li2ScTl3,Li-Sc-Tl,6,0.0250204599999999
alex<agm003482059>,Nd6Dy2Mg,Dy-Mg-Nd,18,0.0520944738888893
alex<agm003439486>,NdDy3Mg2,Dy-Mg-Nd,6,0.0536204049999993
alex<agm003471952>,Nd5Dy2Mg,Dy-Mg-Nd,8,0.0458189187500002
alex<agm003471634>,Tl2BiCl5,Bi-Cl-Tl,8,0.0580292450000032
alex<agm003439650>,Mn2V3Cr,Cr-Mn-V,6,0.0026329599999996
alex<agm003649946>,Mn5V4Cr,Cr-Mn-V,10,0.0162763872068953
alex<agm003637518>,Ba2NaO,Ba-Na-O,16,0.0369944337499998
alex<agm002164025>,YWN3,N-W-Y,5,0.0939844344999993
alex<agm003712868>,KTlHg3,Hg-K-Tl,10,0.0612712929333316
alex<agm003178969>,KTlHg2,Hg-K-Tl,4,0.0829643441666665
alex<agm003478293>,KTl5Hg2,Hg-K-Tl,16,0.0804282454166664
alex<agm003594211>,K(TlHg)4,Hg-K-Tl,18,0.0503128124691354
alex<agm003694410>,K12TlHg6,Hg-K-Tl,19,0.0274236225877189
alex<agm003694984>,K(TlHg)6,Hg-K-Tl,13,0.0573879005982902
alex<agm003484190>,K(Tl3Hg)2,Hg-K-Tl,9,0.0246379144444439
alex<agm003761358>,KTlHg5,Hg-K-Tl,7,0.035812403333333
alex<agm003410065>,KTl2Hg3,Hg-K-Tl,12,0.0559304668888862
alex<agm003445241>,K(Tl2Hg)2,Hg-K-Tl,7,0.0123005380952374
alex<agm003389049>,K(TlHg)2,Hg-K-Tl,5,0.0507691786666675
alex<agm002985028>,K2TlHg2,Hg-K-Tl,10,0.0546298367272723
alex<agm003161601>,KTlHg,Hg-K-Tl,3,0.0331228705384598
alex<agm003648306>,KTl4Hg5,Hg-K-Tl,10,0.0249924963333336
alex<agm003333170>,K3(TlHg2)2,Hg-K-Tl,9,0.0145673214700832
alex<agm003592427>,K(CdIn)4,Cd-In-K,18,0.0987215861111092
alex<agm003684334>,K(CdIn2)6,Cd-In-K,19,0.0754710005263157
alex<agm002155314>,K2CdIn,Cd-In-K,8,0.0362995010606062
alex<agm005109587>,KCdIn2,Cd-In-K,4,0.0960713339004635
alex<agm003386017>,K(Cd5In)2,Cd-In-K,13,0.0408314392307687
alex<agm002089315>,KCdIn,Cd-In-K,6,0.0607898702651519
alex<agm003301531>,Na2Tl2Sn15,Na-Sn-Tl,19,0.0770140625438573
alex<agm005110386>,NaTlSn2,Na-Sn-Tl,4,0.0534046454166667
alex<agm003116292>,NaTlSn,Na-Sn-Tl,6,0.0487202643055564
alex<agm003116293>,NaTlSn,Na-Sn-Tl,6,0.0473709309722227
alex<agm003116299>,NaTlSn,Na-Sn-Tl,6,0.0382342059722229
alex<agm003116301>,NaTlSn,Na-Sn-Tl,6,0.0329191593055564
alex<agm003391077>,Na2TlSn2,Na-Sn-Tl,10,0.051590060833333
alex<agm003381228>,Na4Tl4Sn3,Na-Sn-Tl,11,0.0709858004924246
alex<agm003578064>,Na6Tl3Sn,Na-Sn-Tl,20,0.0661069924375006
alex<agm001127643>,Na2TlSn,Na-Sn-Tl,4,0.0726020366666664
alex<agm003666262>,Na7Tl4Sn,Na-Sn-Tl,12,0.0976724070312509
alex<agm003182449>,Li2TlPt,Li-Pt-Tl,4,0.046649990000001
alex<agm003443323>,Li4TlPt2,Li-Pt-Tl,7,0.0850744085714283
alex<agm003436761>,La3Cd2Au,Au-Cd-La,6,0.0153033425000006
alex<agm003506354>,La2CdAu6,Au-Cd-La,9,0.0540577945933571
alex<agm003648756>,Mg5InPd4,In-Mg-Pd,10,0.0386729460000001
alex<agm003311498>,Mg3(InPd)2,In-Mg-Pd,7,0.0263148108571416
alex<agm003648758>,Mg5In4Pd,In-Mg-Pd,10,0.0748106099999996
alex<agm003421173>,Mg3InPd2,In-Mg-Pd,6,0.0311760616666676
alex<agm003648759>,MgIn4Pd5,In-Mg-Pd,10,0.0374018535000004
alex<agm004676630>,Cs3RbAg2F9,Ag-Cs-F-Rb,15,0.0180649510000003
alex<agm004927488>,Cs2RbAgF6,Ag-Cs-F-Rb,10,0.0
alex<agm005072258>,KTlRhF6,F-K-Rh-Tl,9,0.0128825311111144
alex<agm005101796>,TlSnSbO6,O-Sb-Sn-Tl,18,0.0202908555555545
alex<agm005089558>,MgAgPdCl6,Ag-Cl-Mg-Pd,18,0.0587795713888872
alex<agm001393338>,LaNdTlPb,La-Nd-Pb-Tl,4,0.0647612066964287
alex<agm004510610>,La2AlNi4Ge3,Al-Ge-La-Ni,10,0.0348355339999999
alex<agm005066695>,SrTlCdBr5,Br-Cd-Sr-Tl,16,0.0188450437500011
alex<agm004706923>,YSc3(BO3)4,B-O-Sc-Y,20,0.0100299161666672
alex<agm004944307>,KTl(BrO3)2,Br-K-O-Tl,20,0.0206628031911808
alex<agm002303927>,Pr2VGaO6,Ga-O-Pr-V,10,0.0295664941785762
alex<agm004851832>,NaTi(AgSe2)2,Ag-Na-Se-Ti,8,0.0847051589583323
alex<agm004786771>,K2ZrZnS4,K-S-Zn-Zr,8,0.0809981162499999
alex<agm001338725>,CaPrSnHg,Ca-Hg-Pr-Sn,4,0.0596410725000002
alex<agm004709784>,TbPd3(RhO3)4,O-Pd-Rh-Tb,20,0.0634543026249954
alex<agm004933329>,Cs2CaSmI6,Ca-Cs-I-Sm,10,0.0894326220000003
alex<agm004915583>,CsCa2SmI8,Ca-Cs-I-Sm,12,0.0887408470833341
alex<agm004579422>,SbP2(O3F)2,F-O-P-Sb,11,0.023321878282819
alex<agm004714383>,Nd8Si3SBr4,Br-Nd-S-Si,16,0.005993612500001
alex<agm004596258>,Nd6Si2SBr3,Br-Nd-S-Si,12,0.0101683049999996
alex<agm004984256>,K6Na2AgO,Ag-K-Na-O,10,0.096231566333333
alex<agm005087422>,CsRbPbF6,Cs-F-Pb-Rb,9,0.012214444444444
alex<agm004477532>,Cs2CrInI6,Cr-Cs-I-In,10,0.0337809947500007
alex<agm004918784>,CaMg(InSe2)4,Ca-In-Mg-Se,14,0.0833016554166654
alex<agm002177554>,Cs3ZrOF5,Cs-F-O-Zr,10,0.025802210000001
alex<agm005062697>,TmAgSnSe4,Ag-Se-Sn-Tm,14,0.0327381367857171
alex<agm004984475>,K6Na2HgF,F-Hg-K-Na,10,0.0923010583999999
alex<agm004677275>,K3NaHg2F9,F-Hg-K-Na,15,0.0212242943333369
alex<agm004911451>,KNa2HgF8,F-Hg-K-Na,12,0.0270178270833318
alex<agm004911450>,K2NaHgF8,F-Hg-K-Na,12,0.0536612045833351
alex<agm004708491>,Cu4Ag3SnCl12,Ag-Cl-Cu-Sn,20,0.0970939028333348
alex<agm004858645>,Na2ScTeSe4,Na-Sc-Se-Te,16,0.0841681202083339
alex<agm004657769>,Tb2Nd6HoTm3,Ho-Nd-Tb-Tm,12,0.020765930416668
alex<agm004657774>,Tb6Nd2Ho3Tm,Ho-Nd-Tb-Tm,12,0.0188261427777769
alex<agm004657760>,Tb6Nd3Ho2Tm,Ho-Nd-Tb-Tm,12,0.0239513473611099
alex<agm004554576>,Tb2Nd2HoTm2,Ho-Nd-Tb-Tm,7,0.09375573952381
alex<agm004631631>,La2Dy6YEr3,Dy-Er-La-Y,12,0.0294476811111108
alex<agm004631627>,La3Dy6Y2Er,Dy-Er-La-Y,12,0.0321043988888885
alex<agm004631626>,La3Dy2YEr6,Dy-Er-La-Y,12,0.0331845169444449
alex<agm004631637>,LaDy3(Y3Er)2,Dy-Er-La-Y,12,0.0234131516666655
alex<agm004962666>,Na2TlBiI6,Bi-I-Na-Tl,10,0.0169764764999991
alex<agm002065726>,GaBi,Bi-Ga,4,0.0533241562499999
alex<agm002151368>,GaBi,Bi-Ga,4,0.0410917962499999
alex<agm002065723>,GaBi,Bi-Ga,4,0.0948803812499998
alex<agm003196880>,CoOs5,Co-Os,6,0.0669569941666665
alex<agm003261428>,Co3Os,Co-Os,8,0.0873123137500009
alex<agm002183021>,Au2S,Au-S,6,0.0933090666666665
alex<agm002183018>,Au2S,Au-S,6,0.0707239166666666
alex<agm002352935>,AuS3,Au-S,4,0.0243893539843753
alex<agm003297207>,SmY4,Sm-Y,5,0.0571366256666667
alex<agm001416835>,SmY,Sm-Y,4,0.0468598766666668
alex<agm002213458>,Ce2Ga,Ce-Ga,6,0.046987420833334
alex<agm002151412>,Ce2Ga,Ce-Ga,6,0.0874136341666673
alex<agm001830351>,CeGa3,Ce-Ga,4,0.0496270137500003
alex<agm002337364>,CeGa,Ce-Ga,2,0.0078230300000008
alex<agm002068600>,RbGeSb,Ge-Rb-Sb,6,0.0865694758333348
alex<agm003718660>,RbGeSb3,Ge-Rb-Sb,20,0.0376746837500001
alex<agm002215121>,Rb2GeSb2,Ge-Rb-Sb,10,0.0534940817499993
alex<agm003759831>,Na5AgPb,Ag-Na-Pb,14,0.0922826898337438
alex<agm001133432>,Na2AgPb,Ag-Na-Pb,4,0.0995763544791663
alex<agm002251877>,TmAl4Au,Al-Au-Tm,12,0.0718153794047609
