cluster,threshold_meV_per_atom,endpoint,K,model,stable_hits_ci_low_95,stable_hits_median,stable_hits_ci_high_95,bootstrap_replicates
equivalence_class_id,50,alex_pbe_source_coordinate,300,ALIGNN-FF,242.0,256.0,268.0,1000
equivalence_class_id,50,alex_pbe_source_coordinate,300,CHGNet,244.0,257.0,269.0,1000
equivalence_class_id,50,alex_pbe_source_coordinate,300,M3GNet,248.0,261.0,272.0,1000
equivalence_class_id,50,alex_pbe_source_coordinate,300,MACE-MP,243.975,257.0,269.025,1000
equivalence_class_id,50,alex_pbe_source_coordinate,500,ALIGNN-FF,414.0,431.0,446.0,1000
equivalence_class_id,50,alex_pbe_source_coordinate,500,CHGNet,421.0,437.0,451.0,1000
equivalence_class_id,50,alex_pbe_source_coordinate,500,M3GNet,427.0,442.0,455.0,1000
equivalence_class_id,50,alex_pbe_source_coordinate,500,MACE-MP,422.0,438.0,451.0,1000
equivalence_class_id,50,alex_pbe_source_coordinate,1000,ALIGNN-FF,848.0,871.0,892.0,1000
equivalence_class_id,50,alex_pbe_source_coordinate,1000,CHGNet,873.0,895.0,913.0,1000
equivalence_class_id,50,alex_pbe_source_coordinate,1000,M3GNet,882.0,903.0,920.0,1000
equivalence_class_id,50,alex_pbe_source_coordinate,1000,MACE-MP,885.0,905.0,922.0,1000
equivalence_class_id,50,alexmp20_source_coordinate,100,ALIGNN-FF,82.975,91.0,97.0,1000
equivalence_class_id,50,alexmp20_source_coordinate,100,CHGNet,83.0,90.0,95.0,1000
equivalence_class_id,50,alexmp20_source_coordinate,100,M3GNet,84.0,90.0,95.02499999999998,1000
equivalence_class_id,50,alexmp20_source_coordinate,100,MACE-MP,83.0,91.0,96.0,1000
equivalence_class_id,50,alexmp20_source_coordinate,300,ALIGNN-FF,244.975,258.0,269.0,1000
equivalence_class_id,50,alexmp20_source_coordinate,300,CHGNet,247.975,260.0,272.0,1000
equivalence_class_id,50,alexmp20_source_coordinate,300,M3GNet,251.0,263.0,274.0,1000
equivalence_class_id,50,alexmp20_source_coordinate,300,MACE-MP,248.0,260.5,273.0,1000
equivalence_class_id,50,alexmp20_source_coordinate,500,ALIGNN-FF,421.975,436.0,450.0,1000
equivalence_class_id,50,alexmp20_source_coordinate,500,CHGNet,422.0,438.0,452.0,1000
equivalence_class_id,50,alexmp20_source_coordinate,500,M3GNet,424.0,439.0,452.0,1000
equivalence_class_id,50,alexmp20_source_coordinate,500,MACE-MP,422.0,438.0,452.0,1000
equivalence_class_id,50,alexmp20_source_coordinate,1000,ALIGNN-FF,852.975,873.0,896.0,1000
equivalence_class_id,50,alexmp20_source_coordinate,1000,CHGNet,874.0,894.0,912.0,1000
equivalence_class_id,50,alexmp20_source_coordinate,1000,M3GNet,886.0,904.0,922.025,1000
equivalence_class_id,50,alexmp20_source_coordinate,1000,MACE-MP,885.0,904.0,922.0,1000
equivalence_class_id,50,mp_matched_pool_coordinate,100,ALIGNN-FF,100.0,100.0,100.0,1000
equivalence_class_id,50,mp_matched_pool_coordinate,100,CHGNet,100.0,100.0,100.0,1000
equivalence_class_id,50,mp_matched_pool_coordinate,100,M3GNet,100.0,100.0,100.0,1000
equivalence_class_id,50,mp_matched_pool_coordinate,100,MACE-MP,100.0,100.0,100.0,1000
equivalence_class_id,50,mp_matched_pool_coordinate,300,ALIGNN-FF,300.0,300.0,300.0,1000
equivalence_class_id,50,mp_matched_pool_coordinate,300,CHGNet,300.0,300.0,300.0,1000
equivalence_class_id,50,mp_matched_pool_coordinate,300,M3GNet,300.0,300.0,300.0,1000
equivalence_class_id,50,mp_matched_pool_coordinate,300,MACE-MP,300.0,300.0,300.0,1000
equivalence_class_id,50,mp_matched_pool_coordinate,500,ALIGNN-FF,500.0,500.0,500.0,1000
equivalence_class_id,50,mp_matched_pool_coordinate,500,CHGNet,500.0,500.0,500.0,1000
equivalence_class_id,50,mp_matched_pool_coordinate,500,M3GNet,499.0,500.0,500.0,1000
equivalence_class_id,50,mp_matched_pool_coordinate,500,MACE-MP,500.0,500.0,500.0,1000
equivalence_class_id,50,mp_matched_pool_coordinate,1000,ALIGNN-FF,979.0,986.0,993.0,1000
equivalence_class_id,50,mp_matched_pool_coordinate,1000,CHGNet,995.0,998.0,1000.0,1000
equivalence_class_id,50,mp_matched_pool_coordinate,1000,M3GNet,995.0,998.0,1000.0,1000
equivalence_class_id,50,mp_matched_pool_coordinate,1000,MACE-MP,991.0,996.0,999.0,1000
equivalence_class_id,50,mp_source_coordinate,100,ALIGNN-FF,89.0,94.0,98.0,1000
equivalence_class_id,50,mp_source_coordinate,100,CHGNet,90.0,95.0,99.0,1000
equivalence_class_id,50,mp_source_coordinate,100,M3GNet,90.0,95.0,99.0,1000
equivalence_class_id,50,mp_source_coordinate,100,MACE-MP,89.0,96.0,99.0,1000
equivalence_class_id,50,mp_source_coordinate,300,ALIGNN-FF,264.0,274.0,283.0,1000
equivalence_class_id,50,mp_source_coordinate,300,CHGNet,265.0,274.0,284.0,1000
equivalence_class_id,50,mp_source_coordinate,300,M3GNet,268.0,277.0,286.0,1000
equivalence_class_id,50,mp_source_coordinate,300,MACE-MP,263.975,273.0,283.0,1000
equivalence_class_id,50,mp_source_coordinate,500,ALIGNN-FF,449.0,461.0,472.0,1000
equivalence_class_id,50,mp_source_coordinate,500,CHGNet,450.0,462.0,473.0,1000
equivalence_class_id,50,mp_source_coordinate,500,M3GNet,451.0,463.0,474.0,1000
equivalence_class_id,50,mp_source_coordinate,500,MACE-MP,447.0,460.0,471.0,1000
equivalence_class_id,50,mp_source_coordinate,1000,ALIGNN-FF,895.975,914.0,932.025,1000
equivalence_class_id,50,mp_source_coordinate,1000,CHGNet,912.975,929.0,943.0,1000
equivalence_class_id,50,mp_source_coordinate,1000,M3GNet,918.975,934.0,949.0,1000
equivalence_class_id,50,mp_source_coordinate,1000,MACE-MP,920.0,936.0,950.0,1000
reduced_formula,0,alex_pbe_matched_pool_coordinate,100,ALIGNN-FF,100.0,100.0,100.0,1000
reduced_formula,0,alex_pbe_matched_pool_coordinate,100,CHGNet,100.0,100.0,100.0,1000
reduced_formula,0,alex_pbe_matched_pool_coordinate,100,M3GNet,100.0,100.0,100.0,1000
reduced_formula,0,alex_pbe_matched_pool_coordinate,100,MACE-MP,100.0,100.0,100.0,1000
reduced_formula,0,alex_pbe_matched_pool_coordinate,300,ALIGNN-FF,300.0,300.0,300.0,1000
reduced_formula,0,alex_pbe_matched_pool_coordinate,300,CHGNet,300.0,300.0,300.0,1000
reduced_formula,0,alex_pbe_matched_pool_coordinate,300,M3GNet,300.0,300.0,300.0,1000
reduced_formula,0,alex_pbe_matched_pool_coordinate,300,MACE-MP,300.0,300.0,300.0,1000
reduced_formula,0,alex_pbe_matched_pool_coordinate,500,ALIGNN-FF,495.0,499.0,500.0,1000
reduced_formula,0,alex_pbe_matched_pool_coordinate,500,CHGNet,500.0,500.0,500.0,1000
reduced_formula,0,alex_pbe_matched_pool_coordinate,500,M3GNet,500.0,500.0,500.0,1000
reduced_formula,0,alex_pbe_matched_pool_coordinate,500,MACE-MP,500.0,500.0,500.0,1000
reduced_formula,0,alex_pbe_matched_pool_coordinate,1000,ALIGNN-FF,962.0,973.0,982.0,1000
reduced_formula,0,alex_pbe_matched_pool_coordinate,1000,CHGNet,997.0,1000.0,1000.0,1000
reduced_formula,0,alex_pbe_matched_pool_coordinate,1000,M3GNet,997.0,999.0,1000.0,1000
reduced_formula,0,alex_pbe_matched_pool_coordinate,1000,MACE-MP,992.0,996.0,999.0,1000
reduced_formula,0,alex_pbe_source_coordinate,100,ALIGNN-FF,32.0,43.0,53.0,1000
reduced_formula,0,alex_pbe_source_coordinate,100,CHGNet,36.0,46.0,56.0,1000
reduced_formula,0,alex_pbe_source_coordinate,100,M3GNet,37.0,47.0,57.0,1000
reduced_formula,0,alex_pbe_source_coordinate,100,MACE-MP,36.0,46.0,56.0,1000
reduced_formula,0,alex_pbe_source_coordinate,300,ALIGNN-FF,136.0,154.0,172.0,1000
reduced_formula,0,alex_pbe_source_coordinate,300,CHGNet,134.0,153.0,171.0,1000
reduced_formula,0,alex_pbe_source_coordinate,300,M3GNet,142.975,161.0,179.0,1000
reduced_formula,0,alex_pbe_source_coordinate,300,MACE-MP,135.0,154.0,173.0,1000
reduced_formula,0,alex_pbe_source_coordinate,500,ALIGNN-FF,254.0,275.0,300.0,1000
reduced_formula,0,alex_pbe_source_coordinate,500,CHGNet,252.0,275.0,299.0,1000
reduced_formula,0,alex_pbe_source_coordinate,500,M3GNet,261.975,285.0,308.025,1000
reduced_formula,0,alex_pbe_source_coordinate,500,MACE-MP,260.0,283.0,307.025,1000
reduced_formula,0,alex_pbe_source_coordinate,1000,ALIGNN-FF,521.0,553.0,586.025,1000
reduced_formula,0,alex_pbe_source_coordinate,1000,CHGNet,544.0,576.0,608.025,1000
reduced_formula,0,alex_pbe_source_coordinate,1000,M3GNet,573.0,604.0,636.0,1000
reduced_formula,0,alex_pbe_source_coordinate,1000,MACE-MP,568.0,598.0,630.0,1000
reduced_formula,0,alexmp20_source_coordinate,100,ALIGNN-FF,59.0,70.0,80.0,1000
reduced_formula,0,alexmp20_source_coordinate,100,CHGNet,59.0,69.0,79.0,1000
reduced_formula,0,alexmp20_source_coordinate,100,M3GNet,60.0,71.0,79.0,1000
reduced_formula,0,alexmp20_source_coordinate,100,MACE-MP,60.0,70.0,80.0,1000
reduced_formula,0,alexmp20_source_coordinate,300,ALIGNN-FF,172.0,189.0,204.0,1000
reduced_formula,0,alexmp20_source_coordinate,300,CHGNet,170.975,189.0,206.0,1000
reduced_formula,0,alexmp20_source_coordinate,300,M3GNet,178.0,195.0,210.02499999999998,1000
reduced_formula,0,alexmp20_source_coordinate,300,MACE-MP,172.0,189.0,207.0,1000
reduced_formula,0,alexmp20_source_coordinate,500,ALIGNN-FF,296.0,318.0,342.0,1000
reduced_formula,0,alexmp20_source_coordinate,500,CHGNet,293.0,315.0,337.0,1000
reduced_formula,0,alexmp20_source_coordinate,500,M3GNet,299.0,322.0,345.025,1000
reduced_formula,0,alexmp20_source_coordinate,500,MACE-MP,300.0,322.0,343.0,1000
reduced_formula,0,alexmp20_source_coordinate,1000,ALIGNN-FF,584.0,614.0,645.0,1000
reduced_formula,0,alexmp20_source_coordinate,1000,CHGNet,614.0,645.0,677.0,1000
reduced_formula,0,alexmp20_source_coordinate,1000,M3GNet,643.975,675.0,708.0,1000
reduced_formula,0,alexmp20_source_coordinate,1000,MACE-MP,637.0,668.0,700.05,1000
reduced_formula,0,mp_matched_pool_coordinate,100,ALIGNN-FF,93.0,97.0,100.0,1000
reduced_formula,0,mp_matched_pool_coordinate,100,CHGNet,93.0,97.0,100.0,1000
reduced_formula,0,mp_matched_pool_coordinate,100,M3GNet,93.0,97.0,100.0,1000
reduced_formula,0,mp_matched_pool_coordinate,100,MACE-MP,93.0,97.0,100.0,1000
reduced_formula,0,mp_matched_pool_coordinate,300,ALIGNN-FF,289.0,294.0,298.0,1000
reduced_formula,0,mp_matched_pool_coordinate,300,CHGNet,289.0,294.0,298.0,1000
reduced_formula,0,mp_matched_pool_coordinate,300,M3GNet,288.0,293.0,298.0,1000
reduced_formula,0,mp_matched_pool_coordinate,300,MACE-MP,289.0,294.0,298.0,1000
reduced_formula,0,mp_matched_pool_coordinate,500,ALIGNN-FF,471.0,482.0,491.0,1000
reduced_formula,0,mp_matched_pool_coordinate,500,CHGNet,471.0,483.0,491.0,1000
reduced_formula,0,mp_matched_pool_coordinate,500,M3GNet,475.0,487.0,494.025,1000
reduced_formula,0,mp_matched_pool_coordinate,500,MACE-MP,476.0,487.0,495.0,1000
reduced_formula,0,mp_matched_pool_coordinate,1000,ALIGNN-FF,911.0,930.0,947.0,1000
reduced_formula,0,mp_matched_pool_coordinate,1000,CHGNet,957.0,970.0,982.0,1000
reduced_formula,0,mp_matched_pool_coordinate,1000,M3GNet,960.0,973.0,983.0,1000
reduced_formula,0,mp_matched_pool_coordinate,1000,MACE-MP,957.0,971.0,982.0,1000
reduced_formula,0,mp_source_coordinate,100,ALIGNN-FF,54.0,64.0,74.0,1000
reduced_formula,0,mp_source_coordinate,100,CHGNet,55.0,65.0,75.0,1000
reduced_formula,0,mp_source_coordinate,100,M3GNet,56.0,66.0,75.0,1000
reduced_formula,0,mp_source_coordinate,100,MACE-MP,55.0,65.0,75.0,1000
reduced_formula,0,mp_source_coordinate,300,ALIGNN-FF,190.0,206.0,222.02499999999998,1000
reduced_formula,0,mp_source_coordinate,300,CHGNet,188.0,205.0,221.0,1000
reduced_formula,0,mp_source_coordinate,300,M3GNet,193.0,210.0,227.0,1000
reduced_formula,0,mp_source_coordinate,300,MACE-MP,189.975,205.0,221.02499999999998,1000
reduced_formula,0,mp_source_coordinate,500,ALIGNN-FF,332.0,354.0,374.025,1000
reduced_formula,0,mp_source_coordinate,500,CHGNet,332.0,352.0,373.0,1000
reduced_formula,0,mp_source_coordinate,500,M3GNet,334.0,357.0,377.025,1000
reduced_formula,0,mp_source_coordinate,500,MACE-MP,335.975,357.0,377.0,1000
reduced_formula,0,mp_source_coordinate,1000,ALIGNN-FF,677.0,709.0,737.0,1000
reduced_formula,0,mp_source_coordinate,1000,CHGNet,700.0,728.0,756.025,1000
reduced_formula,0,mp_source_coordinate,1000,M3GNet,725.0,753.0,781.0,1000
reduced_formula,0,mp_source_coordinate,1000,MACE-MP,731.0,759.0,785.0,1000
reduced_formula,10,alex_pbe_matched_pool_coordinate,100,ALIGNN-FF,100.0,100.0,100.0,1000
reduced_formula,10,alex_pbe_matched_pool_coordinate,100,CHGNet,100.0,100.0,100.0,1000
reduced_formula,10,alex_pbe_matched_pool_coordinate,100,M3GNet,100.0,100.0,100.0,1000
reduced_formula,10,alex_pbe_matched_pool_coordinate,100,MACE-MP,100.0,100.0,100.0,1000
reduced_formula,10,alex_pbe_matched_pool_coordinate,300,ALIGNN-FF,300.0,300.0,300.0,1000
reduced_formula,10,alex_pbe_matched_pool_coordinate,300,CHGNet,300.0,300.0,300.0,1000
reduced_formula,10,alex_pbe_matched_pool_coordinate,300,M3GNet,300.0,300.0,300.0,1000
reduced_formula,10,alex_pbe_matched_pool_coordinate,300,MACE-MP,300.0,300.0,300.0,1000
reduced_formula,10,alex_pbe_matched_pool_coordinate,500,ALIGNN-FF,497.0,500.0,500.0,1000
reduced_formula,10,alex_pbe_matched_pool_coordinate,500,CHGNet,500.0,500.0,500.0,1000
reduced_formula,10,alex_pbe_matched_pool_coordinate,500,M3GNet,500.0,500.0,500.0,1000
reduced_formula,10,alex_pbe_matched_pool_coordinate,500,MACE-MP,500.0,500.0,500.0,1000
reduced_formula,10,alex_pbe_matched_pool_coordinate,1000,ALIGNN-FF,964.0,975.0,984.0,1000
reduced_formula,10,alex_pbe_matched_pool_coordinate,1000,CHGNet,997.0,1000.0,1000.0,1000
reduced_formula,10,alex_pbe_matched_pool_coordinate,1000,M3GNet,997.0,999.0,1000.0,1000
reduced_formula,10,alex_pbe_matched_pool_coordinate,1000,MACE-MP,992.0,996.0,999.0,1000
reduced_formula,10,alex_pbe_source_coordinate,100,ALIGNN-FF,61.0,72.0,81.0,1000
reduced_formula,10,alex_pbe_source_coordinate,100,CHGNet,62.0,72.0,81.0,1000
reduced_formula,10,alex_pbe_source_coordinate,100,M3GNet,64.0,73.0,82.0,1000
reduced_formula,10,alex_pbe_source_coordinate,100,MACE-MP,63.0,73.0,82.0,1000
reduced_formula,10,alex_pbe_source_coordinate,300,ALIGNN-FF,194.0,211.0,226.0,1000
reduced_formula,10,alex_pbe_source_coordinate,300,CHGNet,198.0,215.0,230.0,1000
reduced_formula,10,alex_pbe_source_coordinate,300,M3GNet,202.0,219.0,234.0,1000
reduced_formula,10,alex_pbe_source_coordinate,300,MACE-MP,196.0,213.0,229.0,1000
reduced_formula,10,alex_pbe_source_coordinate,500,ALIGNN-FF,341.0,362.0,382.0,1000
reduced_formula,10,alex_pbe_source_coordinate,500,CHGNet,341.0,363.0,383.0,1000
reduced_formula,10,alex_pbe_source_coordinate,500,M3GNet,345.0,367.0,386.0,1000
reduced_formula,10,alex_pbe_source_coordinate,500,MACE-MP,337.0,359.0,380.025,1000
reduced_formula,10,alex_pbe_source_coordinate,1000,ALIGNN-FF,673.0,703.0,731.0,1000
reduced_formula,10,alex_pbe_source_coordinate,1000,CHGNet,702.0,732.0,760.0,1000
reduced_formula,10,alex_pbe_source_coordinate,1000,M3GNet,724.0,752.0,781.0,1000
reduced_formula,10,alex_pbe_source_coordinate,1000,MACE-MP,723.0,752.0,780.05,1000
reduced_formula,10,alexmp20_source_coordinate,100,ALIGNN-FF,64.0,74.0,84.0,1000
reduced_formula,10,alexmp20_source_coordinate,100,CHGNet,63.0,73.0,82.0,1000
reduced_formula,10,alexmp20_source_coordinate,100,M3GNet,64.0,74.0,83.0,1000
reduced_formula,10,alexmp20_source_coordinate,100,MACE-MP,64.0,74.0,83.0,1000
reduced_formula,10,alexmp20_source_coordinate,300,ALIGNN-FF,197.0,214.0,229.0,1000
reduced_formula,10,alexmp20_source_coordinate,300,CHGNet,196.975,214.0,230.0,1000
reduced_formula,10,alexmp20_source_coordinate,300,M3GNet,203.975,219.5,235.0,1000
reduced_formula,10,alexmp20_source_coordinate,300,MACE-MP,199.0,216.0,232.0,1000
reduced_formula,10,alexmp20_source_coordinate,500,ALIGNN-FF,342.0,362.0,383.0,1000
reduced_formula,10,alexmp20_source_coordinate,500,CHGNet,340.0,362.0,382.0,1000
reduced_formula,10,alexmp20_source_coordinate,500,M3GNet,343.0,365.0,385.0,1000
reduced_formula,10,alexmp20_source_coordinate,500,MACE-MP,341.0,362.0,382.0,1000
reduced_formula,10,alexmp20_source_coordinate,1000,ALIGNN-FF,682.0,713.0,743.0,1000
reduced_formula,10,alexmp20_source_coordinate,1000,CHGNet,703.975,732.0,760.025,1000
reduced_formula,10,alexmp20_source_coordinate,1000,M3GNet,730.0,758.0,786.025,1000
reduced_formula,10,alexmp20_source_coordinate,1000,MACE-MP,728.975,756.0,783.025,1000
reduced_formula,10,mp_matched_pool_coordinate,100,ALIGNN-FF,100.0,100.0,100.0,1000
reduced_formula,10,mp_matched_pool_coordinate,100,CHGNet,100.0,100.0,100.0,1000
reduced_formula,10,mp_matched_pool_coordinate,100,M3GNet,100.0,100.0,100.0,1000
reduced_formula,10,mp_matched_pool_coordinate,100,MACE-MP,100.0,100.0,100.0,1000
reduced_formula,10,mp_matched_pool_coordinate,300,ALIGNN-FF,296.0,299.0,300.0,1000
reduced_formula,10,mp_matched_pool_coordinate,300,CHGNet,294.0,298.0,300.0,1000
reduced_formula,10,mp_matched_pool_coordinate,300,M3GNet,295.0,298.0,300.0,1000
reduced_formula,10,mp_matched_pool_coordinate,300,MACE-MP,295.0,298.0,300.0,1000
reduced_formula,10,mp_matched_pool_coordinate,500,ALIGNN-FF,490.0,496.0,500.0,1000
reduced_formula,10,mp_matched_pool_coordinate,500,CHGNet,493.0,496.0,500.0,1000
reduced_formula,10,mp_matched_pool_coordinate,500,M3GNet,494.0,497.0,500.0,1000
reduced_formula,10,mp_matched_pool_coordinate,500,MACE-MP,494.0,497.0,500.0,1000
reduced_formula,10,mp_matched_pool_coordinate,1000,ALIGNN-FF,946.0,959.0,970.025,1000
reduced_formula,10,mp_matched_pool_coordinate,1000,CHGNet,985.0,991.0,997.0,1000
reduced_formula,10,mp_matched_pool_coordinate,1000,M3GNet,986.0,992.0,997.0,1000
reduced_formula,10,mp_matched_pool_coordinate,1000,MACE-MP,983.0,989.0,995.0,1000
reduced_formula,10,mp_source_coordinate,100,ALIGNN-FF,68.0,77.0,85.0,1000
reduced_formula,10,mp_source_coordinate,100,CHGNet,68.0,77.0,85.0,1000
reduced_formula,10,mp_source_coordinate,100,M3GNet,69.0,78.0,86.0,1000
reduced_formula,10,mp_source_coordinate,100,MACE-MP,67.0,77.0,85.0,1000
reduced_formula,10,mp_source_coordinate,300,ALIGNN-FF,214.0,228.0,243.0,1000
reduced_formula,10,mp_source_coordinate,300,CHGNet,212.0,228.0,242.0,1000
reduced_formula,10,mp_source_coordinate,300,M3GNet,215.0,231.0,245.0,1000
reduced_formula,10,mp_source_coordinate,300,MACE-MP,213.0,228.0,242.0,1000
reduced_formula,10,mp_source_coordinate,500,ALIGNN-FF,375.0,394.0,412.0,1000
reduced_formula,10,mp_source_coordinate,500,CHGNet,373.0,393.0,411.0,1000
reduced_formula,10,mp_source_coordinate,500,M3GNet,376.0,396.0,413.0,1000
reduced_formula,10,mp_source_coordinate,500,MACE-MP,375.0,395.0,412.025,1000
reduced_formula,10,mp_source_coordinate,1000,ALIGNN-FF,755.0,786.0,811.0,1000
reduced_formula,10,mp_source_coordinate,1000,CHGNet,776.975,803.0,829.0,1000
reduced_formula,10,mp_source_coordinate,1000,M3GNet,793.0,820.0,843.025,1000
reduced_formula,10,mp_source_coordinate,1000,MACE-MP,800.0,826.0,848.0,1000
reduced_formula,25,alex_pbe_matched_pool_coordinate,100,ALIGNN-FF,100.0,100.0,100.0,1000
reduced_formula,25,alex_pbe_matched_pool_coordinate,100,CHGNet,100.0,100.0,100.0,1000
reduced_formula,25,alex_pbe_matched_pool_coordinate,100,M3GNet,100.0,100.0,100.0,1000
reduced_formula,25,alex_pbe_matched_pool_coordinate,100,MACE-MP,100.0,100.0,100.0,1000
reduced_formula,25,alex_pbe_matched_pool_coordinate,300,ALIGNN-FF,300.0,300.0,300.0,1000
reduced_formula,25,alex_pbe_matched_pool_coordinate,300,CHGNet,300.0,300.0,300.0,1000
reduced_formula,25,alex_pbe_matched_pool_coordinate,300,M3GNet,300.0,300.0,300.0,1000
reduced_formula,25,alex_pbe_matched_pool_coordinate,300,MACE-MP,300.0,300.0,300.0,1000
reduced_formula,25,alex_pbe_matched_pool_coordinate,500,ALIGNN-FF,500.0,500.0,500.0,1000
reduced_formula,25,alex_pbe_matched_pool_coordinate,500,CHGNet,500.0,500.0,500.0,1000
reduced_formula,25,alex_pbe_matched_pool_coordinate,500,M3GNet,500.0,500.0,500.0,1000
reduced_formula,25,alex_pbe_matched_pool_coordinate,500,MACE-MP,500.0,500.0,500.0,1000
reduced_formula,25,alex_pbe_matched_pool_coordinate,1000,ALIGNN-FF,976.0,985.0,992.0,1000
reduced_formula,25,alex_pbe_matched_pool_coordinate,1000,CHGNet,1000.0,1000.0,1000.0,1000
reduced_formula,25,alex_pbe_matched_pool_coordinate,1000,M3GNet,997.0,999.0,1000.0,1000
reduced_formula,25,alex_pbe_matched_pool_coordinate,1000,MACE-MP,995.0,998.0,1000.0,1000
reduced_formula,25,alex_pbe_source_coordinate,100,ALIGNN-FF,75.0,85.0,92.0,1000
reduced_formula,25,alex_pbe_source_coordinate,100,CHGNet,77.0,85.0,92.0,1000
reduced_formula,25,alex_pbe_source_coordinate,100,M3GNet,78.0,85.0,92.0,1000
reduced_formula,25,alex_pbe_source_coordinate,100,MACE-MP,77.0,86.0,93.0,1000
reduced_formula,25,alex_pbe_source_coordinate,300,ALIGNN-FF,219.975,235.0,248.0,1000
reduced_formula,25,alex_pbe_source_coordinate,300,CHGNet,222.0,237.0,251.0,1000
reduced_formula,25,alex_pbe_source_coordinate,300,M3GNet,225.975,241.0,254.02499999999998,1000
reduced_formula,25,alex_pbe_source_coordinate,300,MACE-MP,221.0,236.0,250.02499999999998,1000
reduced_formula,25,alex_pbe_source_coordinate,500,ALIGNN-FF,384.0,402.0,418.0,1000
reduced_formula,25,alex_pbe_source_coordinate,500,CHGNet,386.0,404.0,421.0,1000
reduced_formula,25,alex_pbe_source_coordinate,500,M3GNet,396.0,414.0,431.0,1000
reduced_formula,25,alex_pbe_source_coordinate,500,MACE-MP,387.0,407.0,424.0,1000
reduced_formula,25,alex_pbe_source_coordinate,1000,ALIGNN-FF,781.0,808.0,834.0,1000
reduced_formula,25,alex_pbe_source_coordinate,1000,CHGNet,807.0,831.0,855.0,1000
reduced_formula,25,alex_pbe_source_coordinate,1000,M3GNet,821.975,845.0,868.0,1000
reduced_formula,25,alex_pbe_source_coordinate,1000,MACE-MP,821.0,844.0,867.0,1000
reduced_formula,25,alexmp20_source_coordinate,100,ALIGNN-FF,77.0,86.0,93.0,1000
reduced_formula,25,alexmp20_source_coordinate,100,CHGNet,76.0,84.0,91.0,1000
reduced_formula,25,alexmp20_source_coordinate,100,M3GNet,77.0,84.0,91.0,1000
reduced_formula,25,alexmp20_source_coordinate,100,MACE-MP,76.0,85.0,92.0,1000
reduced_formula,25,alexmp20_source_coordinate,300,ALIGNN-FF,221.975,236.0,249.0,1000
reduced_formula,25,alexmp20_source_coordinate,300,CHGNet,223.0,239.0,253.0,1000
reduced_formula,25,alexmp20_source_coordinate,300,M3GNet,228.0,242.0,255.0,1000
reduced_formula,25,alexmp20_source_coordinate,300,MACE-MP,225.0,240.0,255.0,1000
reduced_formula,25,alexmp20_source_coordinate,500,ALIGNN-FF,383.0,401.0,418.0,1000
reduced_formula,25,alexmp20_source_coordinate,500,CHGNet,384.0,403.0,420.0,1000
reduced_formula,25,alexmp20_source_coordinate,500,M3GNet,390.0,409.0,425.0,1000
reduced_formula,25,alexmp20_source_coordinate,500,MACE-MP,388.0,407.0,423.0,1000
reduced_formula,25,alexmp20_source_coordinate,1000,ALIGNN-FF,782.0,809.0,834.0,1000
reduced_formula,25,alexmp20_source_coordinate,1000,CHGNet,804.0,827.0,850.0,1000
reduced_formula,25,alexmp20_source_coordinate,1000,M3GNet,821.0,845.0,867.0,1000
reduced_formula,25,alexmp20_source_coordinate,1000,MACE-MP,820.975,843.0,864.0,1000
reduced_formula,25,mp_matched_pool_coordinate,100,ALIGNN-FF,100.0,100.0,100.0,1000
reduced_formula,25,mp_matched_pool_coordinate,100,CHGNet,100.0,100.0,100.0,1000
reduced_formula,25,mp_matched_pool_coordinate,100,M3GNet,100.0,100.0,100.0,1000
reduced_formula,25,mp_matched_pool_coordinate,100,MACE-MP,100.0,100.0,100.0,1000
reduced_formula,25,mp_matched_pool_coordinate,300,ALIGNN-FF,296.0,299.0,300.0,1000
reduced_formula,25,mp_matched_pool_coordinate,300,CHGNet,294.0,298.0,300.0,1000
reduced_formula,25,mp_matched_pool_coordinate,300,M3GNet,295.0,298.0,300.0,1000
reduced_formula,25,mp_matched_pool_coordinate,300,MACE-MP,295.0,298.0,300.0,1000
reduced_formula,25,mp_matched_pool_coordinate,500,ALIGNN-FF,492.0,497.0,500.0,1000
reduced_formula,25,mp_matched_pool_coordinate,500,CHGNet,493.0,496.0,500.0,1000
reduced_formula,25,mp_matched_pool_coordinate,500,M3GNet,494.0,497.0,500.0,1000
reduced_formula,25,mp_matched_pool_coordinate,500,MACE-MP,494.0,497.0,500.0,1000
reduced_formula,25,mp_matched_pool_coordinate,1000,ALIGNN-FF,960.0,971.0,980.025,1000
reduced_formula,25,mp_matched_pool_coordinate,1000,CHGNet,988.0,993.0,998.0,1000
reduced_formula,25,mp_matched_pool_coordinate,1000,M3GNet,988.0,993.0,998.0,1000
reduced_formula,25,mp_matched_pool_coordinate,1000,MACE-MP,985.0,992.0,997.0,1000
reduced_formula,25,mp_source_coordinate,100,ALIGNN-FF,78.0,87.0,93.0,1000
reduced_formula,25,mp_source_coordinate,100,CHGNet,79.975,86.0,93.0,1000
reduced_formula,25,mp_source_coordinate,100,M3GNet,79.0,87.0,93.0,1000
reduced_formula,25,mp_source_coordinate,100,MACE-MP,78.0,87.0,93.0,1000
reduced_formula,25,mp_source_coordinate,300,ALIGNN-FF,235.0,248.0,261.0,1000
reduced_formula,25,mp_source_coordinate,300,CHGNet,233.0,248.0,261.0,1000
reduced_formula,25,mp_source_coordinate,300,M3GNet,237.0,251.0,263.0,1000
reduced_formula,25,mp_source_coordinate,300,MACE-MP,233.0,247.0,259.0,1000
